cct,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR0492S,-3,-14,-8,-40,-15,-6,10,-3,22,-5,-6,-6,5,4,-6,16,-4,3,9,20,3
32DPR1364D,-2,1,-7,-4,0,0,-6,1,-14,1,-4,-6,16,0,-8,-2,7,5,-5,-5,-5
32DPR0032H,5,-13,7,0,-7,1,0,-6,6,9,-5,2,-12,6,-5,1,1,1,1,1,-2
32EPR0060C,29,15,14,-35,-8,11,8,-1,15,21,0,11,17,-1,-31,-17,12,-3,-18,4,-17
32DPR2388U,3,-4,4,1,-1,-2,-2,-6,-4,-3,8,-6,8,3,-6,7,3,6,-2,5,0
32DPR0298O,-7,-5,-1,-8,-7,-6,1,3,1,-6,0,0,9,-6,2,3,0,-3,-3,4,1
32DPR0383L,1,-12,7,9,-7,-5,-1,-2,-7,4,-9,-1,1,-19,-23,-7,1,26,1,-2,-3
32DPR1690Z,-1,9,-2,-3,-4,-1,-1,0,2,0,8,2,0,-6,-1,2,1,-5,1,3,4
32DPR0938T,-33,-10,-5,-3,17,6,26,6,2,11,4,6,2,2,2,3,5,-25,10,7,0
32DPR1145R,-5,-7,3,2,-13,-7,13,-2,-1,1,3,2,-2,4,2,-11,-4,-14,-5,-3,-7
32DPR1230O,-9,0,-4,-2,-2,3,1,4,1,0,2,2,-4,-4,-1,-2,1,-4,-1,5,-2
32EPR0061B,-8,27,11,-1,39,-12,5,-16,-6,7,-3,3,-66,17,-24,-1,7,-16,-32,0,12
32DPR1809F,3,-35,-31,-20,-12,10,-28,12,-8,14,-4,8,-8,-20,6,-8,5,-2,5,-2,1
32DPR1496V,-10,10,-4,-8,3,-2,1,2,3,1,3,2,-5,-5,-2,-4,9,4,6,16,0
32DPR0360A,-12,-4,15,-2,-18,1,-1,-2,-2,-7,4,-5,2,-1,4,-4,-1,8,-6,14,-7
32DPR0250V,-11,-21,-5,-5,-4,-6,-3,-6,1,-4,4,-2,0,4,-13,-2,-2,6,2,4,-2
32DPR0165Y,10,-4,-1,-2,7,-45,-11,35,21,15,-19,11,-15,16,-37,3,21,18,7,1,5
32DPR0829M,0,-2,1,-1,5,8,1,-3,10,1,0,0,-9,-1,-11,3,-3,-2,0,-3,-3
32DPR1036K,-1,-4,-3,2,-1,-2,-1,0,2,-3,6,-1,-1,3,-3,-3,-1,-2,0,1,3
32DPR1121H,-3,2,-3,3,-5,-9,6,3,4,-4,5,1,6,-6,-5,-1,-4,1,15,5,3
32DPR2256C,-7,-5,0,-12,-5,-2,2,6,-2,-1,7,-1,-10,-3,-4,-1,7,6,-2,-7,9
32DPR1472L,3,-11,65,-10,46,-7,0,1,59,7,-6,21,-57,-12,-20,18,9,19,-27,-7,-27
32DPR1387O,-10,-3,-6,-1,-2,-14,6,1,-1,-2,-2,-2,6,7,-10,-6,3,3,-1,0,-6
32DPR1012A,-11,-4,-14,-9,-13,0,2,0,-2,-2,0,-2,-4,1,1,-1,0,3,-5,0,1
32DPR0382M,3,-6,-5,-15,3,2,-7,-4,0,-19,-3,-10,12,-7,3,-1,-7,0,4,5,-5
32DPR0140P,-12,-11,-8,4,-3,-8,4,4,11,12,12,12,10,-18,16,-6,3,-4,1,10,-18
32DPR0055S,-12,2,1,-5,-3,2,-4,-1,0,0,2,2,-12,-1,-2,-1,-2,-2,3,3,4
32DPR1363E,6,3,8,10,5,9,-8,23,-7,-3,-3,-3,-2,-4,16,1,-10,-7,13,-8,3
32DPR0188I,-4,-18,-4,8,14,8,-24,4,-5,-10,9,0,-15,-5,2,3,8,8,13,8,2
32DPR2450G,29,16,27,11,7,9,-3,6,24,31,29,28,7,6,20,6,-1,0,1,-2,17
32DPR1495W,-18,-16,6,15,-12,-10,-4,10,-14,-25,-9,-20,22,5,2,21,10,-9,-1,3,11
32EPR0170I,-4,20,-18,0,-13,1,6,-9,8,0,3,1,0,-6,-36,-3,5,-14,-13,2,9
32DPR0936V,-25,-22,-1,-21,-28,-13,-5,14,28,32,15,30,-20,-6,7,-11,-12,6,23,3,12
32DPR1169A,-18,18,-5,-7,-17,-5,-17,-12,48,-6,13,21,-3,-6,-49,-19,-6,2,12,19,27
32DPR1386P,8,-17,9,-5,1,-9,6,3,-10,0,-4,-5,11,-3,11,-9,3,1,9,1,7
32DPR1471M,1,-10,1,-4,-1,0,-14,0,2,-5,1,-2,9,9,-11,-1,4,-1,-2,0,-4
32DPR0828N,9,-9,8,-18,-26,-5,5,2,3,-4,-2,-2,7,13,-25,-12,5,19,58,-3,-7
32DPR0274E,-4,-9,0,-2,-2,0,0,0,4,-2,6,0,2,2,-2,2,-5,-1,-2,-5,5
32DPR1144S,-1,-10,6,-5,-12,0,-4,-4,-7,0,4,4,-6,4,-6,-3,8,0,1,0,3
32DPR1059V,3,-14,8,-1,-2,-2,-2,-4,-1,0,-2,-1,4,-1,-1,3,0,0,-3,-2,-4
32DPR0189H,-1,-11,5,-1,-9,7,11,16,0,-4,12,8,-8,-4,-16,-1,-5,1,-8,-14,7
32DPR1362F,-5,-4,16,-12,-11,14,-7,-3,-5,22,-2,8,-3,-2,-1,-9,2,-5,4,16,3
32DPR0491T,9,17,-41,5,-12,-2,-9,0,4,-19,33,-8,-15,23,-6,-8,4,-18,1,9,-15
32DPR0804D,-9,-23,-1,-16,0,15,1,26,28,-9,13,-2,7,-5,-16,5,13,-21,-28,3,-9
32DPR0719G,-13,5,9,-19,-19,9,9,4,5,-1,12,2,-16,-3,-22,18,-12,-7,7,1,21
32DPR1035L,3,-2,-8,-4,-4,-4,8,43,2,9,9,9,17,-14,7,-3,5,-6,20,2,-24
32DPR0164Z,2,5,2,4,2,7,-3,-3,6,-6,3,-2,-2,0,-7,1,-10,8,-6,2,1
